ObjectID,X,Y,School,City,GradeLevels
2538,3038318.65847968,737479.39977274,UNIVERSITY SCHOOL,Johnson City,"K,1,2,3,4,5,6,7,8,9,10,11,12"
2539,1110906.04907377,512523.33754669,UNIVERSITY SCHOOL OF JACKSON,Jackson,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12"
2540,1732660.07179095,660070.03464507,UNIVERSITY SCHOOL OF NASHVILLE,Nashville,"K,1,2,3,4,5,6,7,8,9,10,11,12"
2541,2576384.80675869,601302.79581418,UNIVERSITY SDA SCHOOL,Knoxville,"K,1,2,3,4,5,6,7,8"
2542,2075967.00739944,668534.55800393,UPPERMAN HIGH SCHOOL,Baxter,"9,10,11,12"
2543,2582205.64780726,598526.72229808,UT EARLY LEARNING CENTER,Knoville,"PK,K"
2544,1785544.85333675,710026.52390433,V G HAWKINS MIDDLE SCHOOL,Hendersonville,"6,7,8"
2545,3086969.07248256,750006.65465082,VALLEY FORGE ELEMENTARY,Elizabethton,"K,1,2,3,4,5"
2546,3097423.26645049,834791.91435797,VALLEY PIKE ELEMENTARY,Bristol,"PK,K,1,2,3,4,5"
2547,2548503.04484018,764757.96708677,VALLEY VIEW ELEMENTARY,LaFollette,"PK,K,1,2,3,4,5"
2548,2326091.93857901,263559.08449192,VALLEY VIEW ELEMENTARY,Cleveland,"K,1,2,3,4,5"
2549,2126800.51716915,515070.96823858,VAN BUREN CO HIGH SCHOOL,Spencer,"6,7,8,9,10,11,12"
2550,760677.44845432,316494.8646575,VANCE MIDDLE SCHOOL,Memphis,"6,7,8"
2551,3089887.62674269,841341.98323613,VANCE MIDDLE SCHOOL,Bristol,"7,8"
2552,1543201.33092973,691856.92436284,VANLEER ELEMENTARY,Vanleer,"PK,K,1,2,3,4,5"
2553,2630349.25230725,684885.46526266,VANVUUREN ACADEMY,Luttrell,"7,8,9,10,11,12"
2554,843105.90791083,339925.33780372,VARANGON ACADEMY,Bartlett,"7,8,9,10,11,12"
2555,1842771.16112803,750701.23947076,VENA STUART ELEMENTARY,Gallatin,"PK,K,1,2,3,4,5"
2556,757972.39231606,321140.64875349,VERITAS COLLEGE PREPARATORY,Memphis,6
2557,1708257.62665843,792336.42835483,VICTORY ACADEMY,Springfield,"K,1,2,3,4,5,6,7,8,9,10,11,12"
2558,1834106.0550987,431707.4516066,VICTORY BAPTIST ACADEMY,Shelbyville,"K,1,2,3,4,5,6,7,8,9,10,11,12"
2559,2588492.61587636,603830.48006327,VINE MIDDLE/MAGNET,Knoxville,"6,7,8"
2560,772799.99694077,326929.02041585,VOLLENTINE ELEMENTARY,Memphis,"PK,K,1,2,3,4,5"
2561,2916375.29163151,808603.25419647,VOLUNTEER HIGH SCHOOL,Church Hill,"9,10,11,12"
2562,2491817.98321374,461719.12431125,VONORE ELEMENTARY,Vonore,"PK,K,1,2,3,4,5"
2563,2492346.44398633,463726.90000204,VONORE MIDDLE SCHOOL,Vonore,"6,7,8"
2564,1809932.0026332,690074.243803,W A WRIGHT ELEMENTARY,Mt Juliet,"K,1,2,3,4,5"
2565,1172000.45411569,407260.2465641,W CHESTER ELEMENTARY SCHOOL,Henderson,"K,1,2,3"
2566,1293127.12163877,723533.76296593,W G RHEA ELEMENTARY,Paris,"K,1,2"
2567,1608919.18959804,648145.12255576,W JAMES MIDDLE SCHOOL,White Bluff,"6,7,8"
2568,1280521.11043352,720892.36831435,W O INMAN MIDDLE SCHOOL,Paris,"6,7,8"
2569,1717531.54477632,663915.94139216,W. A. BASS MIDDLE SCHOOL,Nashville,"5,6,7,8"
2570,2330848.00693235,344776.3805998,WALKER VALLEY HIGH SCHOOL,Cleveland,"9,10,11,12"
2571,2240289.96287359,286783.90746475,WALLACE A. SMITH ELEMENTARY,Ooltewah,"K,1,2,3,4,5"
2572,2635339.18291605,519833.72358165,WALLAND ELEMENTARY SCHOOL,Walland,"K,1,2,3,4,5"
2573,1703625.34361967,599708.98600967,WALNUT GROVE ELEMENTARY,Franklin,"PK,PS,K,1,2,3,4,5,N"
2574,2400776.08423301,590083.96542463,WALNUT HILL ELEMENTARY,Harriman,"K,1,2,3,4,5"
2575,1856626.77466401,589674.50446344,WALTER HILL ELEMENTARY,Murfreesboro,"PK,K,1,2,3,4,5"
2576,1881189.72044559,686718.64368292,WALTER J. BAIRD MIDDLE SCHOOL,Lebanon,"7,8"
2577,1782659.60484219,703201.98341959,WALTON FERRY ELEMENTARY,Hendersonville,"K,1,2,3,4,5"
2578,1743683.63126664,670058.38732253,WARNER ELEMENTARY ENHANCED OPTION SCHOOL,Nashville,"PK,K,1,2,3,4"
2579,2036423.44245785,492469.92949084,WARREN COUNTY ALTERNATIVE ACADEMY,McMinnville,"6,7,8,9,10,11,12"
2580,2024195.443948,477801.28002242,WARREN COUNTY HIGH SCHOOL,McMinnville,"9,10,11,12"
2581,2036806.57751836,495750.30186709,WARREN COUNTY MIDDLE SCHOOL,McMinnville,"6,7,8"
2582,2678975.34604877,722831.56961387,WASHBURN SCHOOL,Washburn,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12"
2583,3026166.870376,743407.26224254,WASHINGTON COUNTY ADULT HIGH SCHOOL,Johnson City,"9,10,11,12"
2584,2957238.00178718,825724.60415115,WASHINGTON ELEMENTARY,Kingsport,"K,1,2,3,4,5"
2585,1743360.88939118,752071.7683326,WATAUGA ELEMENTARY,Ridgetop,"K,1,2,3,4,5"
2586,1924841.94088377,642538.28191261,WATERTOWN ELEMENTARY,Watertown,"K,1,2,3,4,5,6,7,8"
2587,1926523.69211344,643053.66506817,WATERTOWN HIGH SCHOOL,Watertown,"9,10,11,12"
2588,2305558.15049657,281362.63853401,WATERVILLE COMMUNITY ELEMENTARY,Cleveland,"K,1,2,3,4,5"
2589,1818410.10063726,821592.58291833,WATT HARDISON ELEMENTARY,Portland,"K,1,2,3,4,5"
2590,1420526.66998878,640376.13925527,WAVERLY CENTRAL HIGH SCHOOL,Waverly,"9,10,11,12"
2591,1443387.17128741,641279.69682963,WAVERLY ELEMENTARY,Waverly,"PK,K,1,2,3"
2592,1442564.76261052,641305.87867627,WAVERLY JR HIGH SCHOOL,Waverly,"4,5,6,7,8"
2593,1438311.90705602,365585.47525501,WAYNE ACADEMY,Waynesboro,"9,10,11,12"
2594,1442598.69522249,358278.82449978,WAYNE COUNTY HIGH SCHOOL,Waynesboro,"9,10,11,12"
2595,1442588.35973123,358431.5679369,WAYNE COUNTY TECHNOLOGY CENTER,Waynesboro,"9,10,11,12"
2596,1741871.70942764,663219.13118615,WAYNE REED CHILD CARE CENTER,Nashville,"P3,P4"
2597,1442811.8681005,359548.797763,WAYNESBORO ELEMENTARY,Waynesboro,"PK,K,1,2,3,4"
2598,1442510.1683892,361504.82802001,WAYNESBORO MIDDLE SCHOOL,Waynesboro,"5,6,7,8"
2599,1161174.44651549,724098.97111277,WEAKLEY COUNTY CENTER FOR ADULT  CONTINUING EDUCATION,Dresden,"9,10,11,12"
2600,2667885.79493672,514615.04189415,WEARWOOD ELEMENTARY,Sevierville,"K,1,2,3,4,5,6,7,8"
2601,3088919.56316427,820135.43631064,WEAVER ELEMENTARY,Bristol,"K,1,2,3,4,5"
2602,1865310.525498,457634.05592125,WEBB SCHOOL,Bell Buckle,"6,7,8,9,10,11,12"
2603,2526504.31334403,583981.99515402,WEBB SCHOOL OF KNOXVILLE,Knoxville,"K,1,2,3,4,5,6,7,8,9,10,11,12"
2604,1572655.78988186,797410.28826788,WEEMS ACADEMY,Clarksville,"K,1,2,3,4,5,6,7,8,9,10,11,12"
2605,798373.56062294,329802.04944668,WELLS STATION ELEMENTARY,Memphis,"PK,K,1,2,3,4,5,6"
2606,1192048.63944194,619867.26553962,WEST CARROLL ELEMENTARY SCHOOL,Trezevant,"3,4,5,6"
2607,1182971.81369527,608349.15728321,WEST CARROLL JUNIOR/SENIOR HIGH SCHOOL,Atwood,"7,8,9,10,11,12"
2608,1205634.22288093,612431.95971362,WEST CARROLL PRIMARY,McLemoresville,"K,1,2"
2609,1624474.6777955,732606.40513233,WEST CHEATHAM ELEMENTARY,Chapmansboro,"K,1,2,3,4"
2612,1564160.53095941,832665.86748492,WEST CREEK MIDDLE SCHOOL,Clarksville,"6,7,8"
2613,2763214.40645599,699194.19710137,WEST ELEMENTARY,Morristown,"K,1,2,3,4,5"
2614,2031989.45854369,495024.92274043,WEST ELEMENTARY,McMinnville,"K,1,2,3,4,5"
2615,1826969.89038838,691100.8185639,WEST ELEMENTARY,Mt Juliet,"K,1,2,3,4,5"
2616,2549367.7432955,600449.80141087,WEST END ACADEMY,Knoxville,"6,7,8,9,10,11,12"
2617,2544485.01786809,586416.03490534,WEST END KINDERGARTEN,Knoxville,"PK,K"
2618,1725229.60321019,656878.58714135,WEST END MIDDLE SCHOOL,Nashville,"5,6,7,8"
2619,2861673.98092987,687917.09141726,WEST GREENE HIGH SCHOOL,Mosheim,"9,10,11,12"
2620,1269521.16208542,341419.39423513,WEST HARDIN ELEMENTARY,Adamsville,"K,1,2,3,4,5"
2621,2565285.09076919,606910.7941126,WEST HAVEN ELEMENTARY,Knoxville,"K,1,2,3,4,5"
2622,2567946.80985519,594263.52511584,WEST HIGH SCHOOL,Knoxville,"9,10,11,12"
2623,2546845.43641241,586655.71156151,WEST HILLS BAPTIST CHURCH PRESCHOOL AND KINDERGARTEN,Knoxville,"PK,K"
2624,2549266.21964087,588213.14509251,WEST HILLS ELEMENTARY,Knoxville,"K,1,2,3,4,5"
2625,1129794.09051096,480716.12748766,WEST JACKSON LEARNING CENTER,Jackson,"9,10,11,12"
2626,918117.84449188,336538.84557899,WEST JUNIOR HIGH SCHOOL,Oakland,"7,8,9"
2627,1898238.6165697,366398.52158358,WEST MIDDLE SCHOOL,Tullahoma,"6,7,8"
2628,1067817.46640235,454162.9348308,WEST MIDDLE SCHOOL,Denmark,"6,7,8"
2629,2934715.95327366,746877.96470935,WEST PINES ELEMENTARY,Greeneville,"K,1,2,3,4,5,6,7,8"
2630,1923504.98101643,540614.07401639,WEST SIDE ELEMENTARY,Readyville,"K,1,2,3,4,5,6,7,8"
2631,3073983.92978567,752857.08132428,WEST SIDE ELEMENTARY,Elizabethton,"K,1,2,3,4,5"
2632,1140023.77495894,489383.51899701,WEST TENNESSEE SCHOOL FOR DEAF,Jackson,"K,1,2,3,4,5,6"
2634,2536466.88331386,576007.82081368,WEST VALLEY MIDDLE SCHOOL,Knoxville,"6,7,8"
2635,2572520.30923836,600973.42409759,WEST VIEW ELEMENTARY,Knoxville,"PK,K,1,2,3,4,5"
2636,2751004.55200669,678331.50363309,WEST VIEW MIDDLE SCHOOL,Morristown,"6,7,8"
2637,2972715.79790208,705486.14362222,WEST VIEW SCHOOL,Limestone,"K,1,2,3,4,5,6,7,8"
2638,1817635.60432227,674309.15710561,WEST WILSON MIDDLE SCHOOL,Mt Juliet,"6,7,8"
2639,756465.03047801,276146.45611895,WESTHAVEN ELEMENTARY,Memphis,"PK,K,1,2,3,4,5"
2640,1732461.20470115,414344.16967638,WESTHILLS ELEMENTARY,Lewisburg,"K,1,2,3,4,5,6"
2641,1704147.21388692,641447.97319007,WESTMEADE ELEMENTARY,Nashville,"K,1,2,3,4"
2642,814413.04790085,294975.96916461,WESTMINISTER ACADEMY,Memphis,"K,1,2,3,4,5,6,7,8,9,10,11,12"
2643,1894261.48152283,815151.91338868,WESTMORELAND ELEMENTARY,Westmoreland,"K,1,2,3,4,5"
2644,1896188.49669712,813318.3167214,WESTMORELAND HIGH SCHOOL,Westmoreland,"9,10,11,12"
2645,1893484.2650822,813804.91805318,WESTMORELAND MIDDLE SCHOOL,Westmoreland,"6,7,8"
2646,1215099.18911727,503000.13996853,WESTOVER ELEMENTARY,Huron,"PK,K,1,2,3,4,5,6,7,8"
2647,762889.63454368,346487.25590559,WESTSIDE ELEMENTARY,Memphis,"K,1,2,3,4,5,6"
2648,2382674.15382645,407896.87750868,WESTSIDE ELEMENTARY,Athens,"4,5,6"
2649,1917592.62915127,797545.42768111,WESTSIDE ELEMENTARY,Westmoreland,"K,1,2,3,4,5"
2650,1702796.49841579,792108.35232403,WESTSIDE ELEMENTARY,Springfield,"1,2,3,4,5"
2651,763497.07950817,347836.7112958,WESTSIDE MIDDLE,Memphis,"7,8"
2652,2238266.1893529,244263.95316076,WESTVIEW ELEMENTARY,Chattanooga,"K,1,2,3,4,5"
2653,1130303.60180982,729334.81317655,WESTVIEW HIGH SCHOOL,Martin,"9,10,11,12"
2654,744210.16408625,277526.14481667,WESTWOOD ELEMENTARY,Memphis,"PK,K,1,2,3,4,5,6"
2655,1940287.40684386,411460.63609355,WESTWOOD ELEMENTARY,Manchester,"PK,K,1,2,3,4,5,6"
2656,1635569.97940259,604292.48898175,WESTWOOD ELEMENTARY SCHOOL,Fairview,"PK,K,1,2,3,4,5"
2657,1942081.39090315,414950.44890352,WESTWOOD JR HIGH SCHOOL,Manchester,"7,8,9"
2658,2031098.17556498,488237.94123654,WESTWOOD KINDERGARTEN,Mcminnville,K
2659,743640.44353904,277876.22782286,WESTWOOD MIDDLE/ HIGH SCHOOL,Memphis,"9,10,11,12"
2660,1607911.16518371,652215.15413425,WHITE BLUFF ELEMENTARY,White Bluff,"PK,K,1,2,3,4,5"
2661,2125851.05428469,586256.14250859,WHITE CO MIDDLE SCHOOL,Sparta,"6,7,8"
2662,2123103.34226044,585210.75155477,WHITE COUNTY HIGH SCHOOL,Sparta,"9,10,11,12"
2663,1776959.80005548,777281.55839238,WHITE HOUSE CHRISTIAN ACADEMY,White House,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12"
2664,1774239.01061037,777400.81062404,WHITE HOUSE HERITAGE ELEMENTARY SCHOOL,White House,
2665,1761732.74512118,780226.31690342,WHITE HOUSE HERITAGE HIGH SCHOOL,White House,"7,8,9,10,11,12"
2666,1778228.39273867,774053.92908414,WHITE HOUSE HIGH SCHOOL,White House,"9,10,11,12"
2667,1773556.97633085,775221.51986548,WHITE HOUSE MIDDLE SCHOOL,White House,"5,6,7,8"
2668,2546314.62914949,806358.15352661,WHITE OAK ELEMENTARY,Duff,"K,1,2,3,4,5,6,7,8"
2669,2767384.29385345,653850.46105985,WHITE PINE ELEMENTARY,White Pine,"PK,K,1,2,3,4,5,6,7,8"
2670,2132514.49830686,679268.38069635,WHITE PLAINS ACADEMY,Algood,"K,1,2,3,4,5,6,7,8,9,10,11,12"
2671,802473.19448402,316501.21056285,WHITE STATION ELEMENTARY,Memphis,"PK,K,1,2,3,4,5,6"
2672,799893.92013998,304711.58253847,WHITE STATION HIGH SCHOOL,Memphis,"9,10,11,12"
2673,808833.23471997,316887.70656758,WHITE STATION MIDDLE SCHOOL,Memphis,"6,7,8"
2674,1135899.72316769,480668.77789636,WHITEHALL PRE-K CENTER,Jackson,PK
2675,763460.06169371,273848.47092852,WHITEHAVEN ELEMENTARY,Memphis,"PK,K,1,2,3,4,5"
2676,763434.18782795,273246.47398551,WHITEHAVEN HIGH SCHOOL,Memphis,"9,10,11,12"
2677,2670175.32279391,559183.79531821,WHITES ADULT HIGH SCHOOL,Sevierville,"9,10,11,12"
2678,734218.60590659,283510.82479551,WHITES CHAPEL ELEMENTARY,Memphis,"PK,K,1,2,3,4,5,6"
2679,1727339.68923795,707181.1461098,WHITES CREEK COMP HIGH SCHOOL,Whites Creek,"9,10,11,12"
2680,2811646.47156604,718048.57358039,WHITESBURG ELEMENTARY,Whitesburg,"K,1,2,3,4,5"
2681,1028257.52178586,367890.84203535,WHITEVILLE CORRECTIONAL FACILITY,Whiteville,12
2682,1031071.1541564,373944.88836209,WHITEVILLE ELEMENTARY,Whiteville,"PK,K,1,2,3,4,5,6,7,8"
2683,766546.25183903,343249.84934589,WHITNEY ELEMENTARY,Memphis,"PK,K,1,2,3,4,5,6"
2684,1648088.30699682,469222.0380291,WHITTHORNE MIDDLE SCHOOL,Columbia,"5,6,7,8"
2685,2584441.10298201,618616.22969117,WHITTLE SPRINGS MIDDLE SCHOOL,Knoxville,"6,7,8"
2686,2108678.74184459,309393.19656367,WHITWELL ELEMENTARY,Whitwell,"PK,K,1,2,3,4"
2687,2108532.58629702,308687.33577068,WHITWELL HIGH SCHOOL,Whitwell,"9,10,11,12"
2688,2107759.47104534,308549.44661074,WHITWELL MIDDLE SCHOOL,Whitwell,"5,6,7,8"
2689,1868606.10322443,518612.16001467,WHITWORTH-BUCHANAN MIDDLE SCHOOL,Murfreesboro,"6,7,8"
2690,965243.74903306,362997.32416252,WILDER YOUTH DEVELOPMENT CENTER,Somerville,"6,7,8,9,10,11,12"
2691,1580368.69085528,782006.9754156,WILDWOOD HOMESCHOOL ACADEMY,Clarksville,"1,2,3,4,5,6,7,8,9,10,11,12"
2692,2551947.32971509,518649.47785341,WILLIAM BLOUNT HIGH SCHOOL,Maryville,"9,10,11,12"
2693,1757937.58105829,615486.99920182,WILLIAM HENRY OLIVER MIDDLE SCHOOL,Nashville,"5,6,7,8"
2694,781129.65383786,320040.59488827,WILLIAM HERBERT BREWSTER ELEMENTARY,Memphis,"PK,K,1,2,3,4,5"
2695,2470569.60891527,611906.15108772,WILLOW BROOK ELEMENTARY,Oak Ridge,"K,1,2,3,4"
2696,1685661.95544725,556859.95733366,WILLOW HALL ACADEMY,Franklin,"K,1,2,3,4,5,6,7,8"
2697,797523.70394845,297316.5207883,WILLOW OAKS ELEMENTARY,Memphis,"K,1,2,3,4,5"
2698,1851781.03844942,655660.0348685,WILSON CENTRAL HIGH SCHOOL,Lebanon,"9,10,11,12"
2699,1884353.25313991,681126.09251561,WILSON CO ADULT HIGH SCHOOL,Lebanon,"9,10,11,12"
2700,1884643.63133632,680548.03336249,WILSON COUNTY VOCATIONAL CENTER,Lebanon,"8,9,10,11,12"
2701,2212896.65447135,686610.09698401,WILSON ELEMENTARY,Crawford,"PK,K,1,2,3,4,5,6,7,8"
2702,1849947.71449282,600456.92315181,WILSON ELEMENTARY SCHOOL,Murfreesboro,"K,1,2,3,4,5"
2703,1941074.84673808,307642.60984174,WINCHESTER CHRISTIAN ACADEMY,Winchester,"K,1,2,3,4,5,6,7,8,9,10,11,12"
2704,772736.71508051,285574.24509325,WINCHESTER ELEMENTARY,Memphis,"PK,K,1,2,3,4,5"
2705,2418892.53183011,806036.81099125,WINFIELD ELEMENTARY,Winfield,"PK,K,1,2,3,4,5,6,7,8"
2706,814682.58640377,284401.84431551,WINRIDGE ELEMENTARY SCHOOL,Memphis,"K,1,2,3,4,5"
2707,1707910.47186823,565134.94689482,WINSTEAD ELEMENTARY SCHOOL,Franklin,"K,1,2,3,4,5"
2708,2772836.4922666,675867.54497833,WITT ELEMENTARY,Morristown,"K,1,2,3,4,5"
2709,2247936.28462644,266433.59352247,WOLFTEVER CREEK ELEMENTARY,Ooltewah,"PK,K,1,2,3,4,5"
2710,1945859.37656184,541832.41928675,WOODBURY GRAMMAR,Woodbury,"PK,K,1,2,3,4,5,6,7,8"
2711,1948595.11956392,510307.29362688,WOODBURY SDA ELEMENTARY SCHOOL,Woodbury,"1,2,3,4,5,6,7,8"
2712,803836.76163877,286999.50808343,WOODDALE HIGH SCHOOL,Memphis,"9,10,11,12"
2713,804083.77000302,285466.64828826,WOODDALE MIDDLE,Memphis,"6,7,8"
2714,3027460.01360308,743274.02602026,WOODLAND ELEMENTARY,Johnson City,"PK,K,1,2,3,4,5"
2715,2487715.93389994,615637.73564818,WOODLAND ELEMENTARY,Oak Ridge,"K,1,2,3,4"
2716,1951236.81271322,501877.41990887,WOODLAND ELEMENTARY,Bradyville,"K,1,2,3,4,5,6,7,8"
2717,1713638.82228035,681658.27224201,WOODLAND HILLS YOUTH DEVELOPMENT CENTER,Nashville,"7,8,9,10,11,12"
2718,1740074.09519711,600219.90591959,WOODLAND MIDDLE SCHOOL,Brentwood,"6,7,8,N"
2719,2125309.45136528,573469.53586402,WOODLAND PARK ELEMENTARY,Sparta,"PK,K,1,2,3,4,5"
2720,805776.28390868,304071.11334645,WOODLAND PRESBYTERIAN SCHOOL,Memphis,"PK,K,1,2,3,4,5,6,7,8"
2721,785631.4589859,372719.29355221,WOODLAWN BAPTIST ACADEMY,Millington,"PK,K,1,2,3,4,5,6,7,8,9,10,11"
2722,1527339.92696022,808511.10762021,WOODLAWN ELEMENTARY,Woodlawn,"PK,K,1,2,3,4,5"
2723,2199840.09660379,255637.23509033,WOODMORE ELEMENTARY,Chattanooga,"PK,K,1,2,3,4,5"
2724,3042397.35355496,740803.1112354,WOODRIDGE HOSPITAL,Johnson City,"K,1,2,3,4,5,6,7,8,9,10,11,12"
2725,782216.22120501,371424.90598785,WOODSTOCK MIDDLE SCHOOL,Millington,"6,7,8"
2726,788477.98929972,297998.02829474,WORD OF FAITH CHRISTIAN ACADEMY,Memphis,"K,1,2,3,4,5,6,7,8,9,10"
2727,818859.57632466,283228.30520703,WORLD OVERCOMERS CHRISTIAN ACADEMY,Memphis,"K,1,2,3,4,5,6"
2728,1752466.91653731,643476.79033938,WRIGHT MIDDLE SCHOOL,Nashville,"5,6,7,8"
2729,2535120.88108461,793640.45641368,WYNN HABERSHAM ELEMENTARY,Duff,"K,1,2,3,4,5,6,7,8"
2730,2281640.7463136,762610.03192611,YORK ELEMENTARY,Jamestown,"PK,K,1,2,3,4,5,6,7,8"
2731,1046948.69568951,655074.48256191,YORKVILLE ELEMENTARY,Yorkville,"PK,K,1,2,3,4,5,6,7,8"
2732,799947.29500825,345490.08335925,YOUTH DIMENSIONS,Memphis,"6,7,8,9,10,11,12"
2733,1872293.37979958,650177.65279338,YOUTH EMERGENCY SERVICES OF M T,Lebanon,"7,8,9,10,11,12"
2734,1628409.4650798,462417.12488426,ZION CHRISTIAN ACADEMY,Columbia,"K,4,5,6,7,8,9,10,11,12"
